cliente_id,total_eventos,dias_activo,logins,pagos_iniciados,pagos_exitosos,pagos_fallidos,consultas_saldo,simulaciones_credito,solicitudes_soporte,pct_exitosos,pct_abandonados,sesion_promedio_seg,tasa_conversion_pago
CL01207,9,486,2,1,2,0,1,0,1,0.7777777777777778,0.1111111111111111,201.66666666666666,2.0
CL01208,2,35,2,0,0,0,0,0,0,1.0,0.0,62.5,0.0
CL01209,24,1056,9,1,3,1,4,2,2,0.75,0.125,163.16666666666666,3.0
CL01210,19,124,8,4,3,1,2,0,1,0.7894736842105263,0.10526315789473684,162.6315789473684,0.75
CL01211,16,651,5,2,3,0,3,0,2,0.8125,0.0625,184.125,1.5
CL01212,1,1,0,1,0,0,0,0,0,1.0,0.0,189.0,0.0
CL01213,5,162,0,0,0,1,3,1,0,0.8,0.0,144.2,0.0
CL01214,21,785,8,3,1,0,6,1,0,0.7619047619047619,0.23809523809523808,153.76190476190476,0.3333333333333333
CL01215,8,1029,2,3,1,1,0,0,1,0.75,0.0,144.75,0.3333333333333333
CL01216,17,408,10,1,1,0,4,1,0,0.9411764705882353,0.058823529411764705,172.23529411764707,1.0
CL01217,6,518,1,3,1,0,0,0,0,0.8333333333333334,0.16666666666666666,165.33333333333334,0.3333333333333333
CL01218,2,325,0,0,0,0,1,1,0,1.0,0.0,139.0,0.0
CL01219,21,219,4,1,5,2,3,3,1,0.6190476190476191,0.23809523809523808,190.95238095238096,5.0
CL01220,16,1059,4,2,4,1,2,0,1,0.8125,0.0625,200.125,2.0
CL01221,12,891,7,2,2,0,0,0,0,0.9166666666666666,0.08333333333333333,175.75,1.0
CL01222,14,700,2,2,1,2,2,1,1,0.6428571428571429,0.14285714285714285,130.14285714285714,0.5
CL01223,4,280,2,1,1,0,0,0,0,0.75,0.25,304.0,1.0
CL01224,9,370,1,2,1,1,1,1,1,0.6666666666666666,0.1111111111111111,219.66666666666666,0.5
CL01225,9,248,1,1,1,0,2,0,1,0.7777777777777778,0.1111111111111111,103.55555555555556,1.0
CL01226,10,1167,2,1,1,1,1,0,1,0.8,0.0,142.2,1.0
CL01227,7,863,0,4,0,1,2,0,0,0.5714285714285714,0.2857142857142857,180.28571428571428,0.0
CL01228,11,521,1,1,3,1,4,1,0,0.8181818181818182,0.09090909090909091,196.36363636363637,3.0
CL01229,7,381,2,1,2,0,2,0,0,1.0,0.0,205.28571428571428,2.0
CL01230,20,984,10,0,2,1,6,1,0,0.75,0.2,133.55,0.0
CL01231,7,110,0,1,3,1,2,0,0,0.8571428571428571,0.0,150.85714285714286,3.0
CL01232,2,375,0,0,0,1,0,0,0,0.0,0.5,95.5,0.0
CL01233,8,448,1,2,2,0,2,1,0,0.875,0.125,90.25,1.0
CL01234,16,277,7,4,4,0,1,0,0,0.875,0.125,208.0,1.0
CL01235,13,632,5,3,0,0,4,1,0,0.6923076923076923,0.3076923076923077,114.61538461538461,0.0
CL01236,13,524,2,2,1,0,6,0,1,0.7692307692307693,0.15384615384615385,126.6923076923077,0.5
CL01237,13,136,2,1,0,0,6,2,2,0.6923076923076923,0.15384615384615385,167.0,0.0
CL01238,13,713,1,4,0,0,3,2,2,0.7692307692307693,0.07692307692307693,179.15384615384616,0.0
CL01239,8,273,1,3,1,0,1,2,0,1.0,0.0,198.25,0.3333333333333333
CL01240,12,105,3,1,5,1,2,0,0,0.8333333333333334,0.08333333333333333,139.08333333333334,5.0
CL01241,12,922,3,1,4,0,2,1,0,0.9166666666666666,0.08333333333333333,107.75,4.0
CL01242,5,605,3,0,0,0,2,0,0,1.0,0.0,82.6,0.0
CL01243,10,322,1,3,1,0,2,2,1,0.8,0.1,161.6,0.3333333333333333
CL01244,11,893,5,1,2,0,0,2,0,0.9090909090909091,0.09090909090909091,140.9090909090909,2.0
CL01245,6,268,3,1,0,0,1,1,0,0.8333333333333334,0.16666666666666666,166.33333333333334,0.0
CL01246,20,707,6,0,3,0,6,1,4,0.65,0.15,112.15,0.0
CL01247,11,889,3,2,2,2,1,0,1,0.5454545454545454,0.18181818181818182,160.27272727272728,1.0
CL01248,3,691,0,0,1,0,2,0,0,1.0,0.0,229.0,0.0
CL01249,12,1057,5,2,2,0,2,0,1,0.75,0.16666666666666666,146.33333333333334,1.0
CL01250,7,141,4,1,0,0,1,0,1,0.42857142857142855,0.42857142857142855,121.14285714285714,0.0
CL01251,5,508,2,1,0,0,1,0,1,0.8,0.0,133.6,0.0
CL01252,11,249,2,2,2,0,2,2,1,0.8181818181818182,0.09090909090909091,138.36363636363637,1.0
CL01253,10,508,3,2,0,1,2,2,0,0.8,0.1,173.9,0.0
CL01254,13,943,2,1,2,0,2,2,2,0.7692307692307693,0.07692307692307693,135.53846153846155,2.0
CL01255,5,783,1,0,0,1,0,2,1,0.4,0.2,152.2,0.0
CL01256,9,917,2,0,0,1,3,1,2,0.6666666666666666,0.0,225.22222222222223,0.0
CL01257,8,296,0,2,1,0,3,1,0,0.75,0.25,107.0,0.5
CL01258,11,840,6,0,2,1,2,0,0,0.9090909090909091,0.0,154.8181818181818,0.0
CL01259,9,322,3,0,0,0,3,1,1,0.6666666666666666,0.2222222222222222,146.66666666666666,0.0
CL01260,23,230,10,2,4,1,3,1,1,0.6956521739130435,0.21739130434782608,182.34782608695653,2.0
CL01261,8,871,3,0,0,0,2,2,1,0.75,0.125,211.625,0.0
CL01262,19,466,7,2,3,0,2,0,3,0.6842105263157895,0.15789473684210525,150.94736842105263,1.5
CL01263,5,512,1,1,2,0,0,0,0,0.8,0.2,150.0,2.0
CL01264,7,540,3,2,0,0,2,0,0,1.0,0.0,80.42857142857143,0.0
CL01265,5,666,0,0,0,0,3,2,0,1.0,0.0,117.0,0.0
CL01266,15,606,5,1,1,3,1,1,3,0.6,0.0,173.86666666666667,1.0
CL01267,13,515,4,1,1,1,4,1,1,0.8461538461538461,0.0,148.69230769230768,1.0
CL01268,8,574,2,1,1,1,1,1,1,0.625,0.125,172.125,1.0
CL01269,11,833,5,1,1,0,2,1,0,0.6363636363636364,0.36363636363636365,253.36363636363637,1.0
CL01270,5,473,1,0,0,1,2,0,1,0.6,0.0,162.0,0.0
CL01271,8,955,3,1,3,0,1,0,0,0.875,0.125,213.75,3.0
CL01272,9,918,3,0,1,0,3,0,2,0.5555555555555556,0.2222222222222222,135.66666666666666,0.0
CL01273,22,783,9,3,2,1,4,0,3,0.7727272727272727,0.045454545454545456,147.8181818181818,0.6666666666666666
CL01274,13,407,5,0,1,1,4,0,2,0.6153846153846154,0.15384615384615385,147.0,0.0
CL01275,15,1059,7,4,0,0,2,1,0,0.9333333333333333,0.06666666666666667,178.93333333333334,0.0
CL01276,10,223,3,0,4,0,3,0,0,0.7,0.3,171.6,0.0
CL01277,9,673,5,1,0,0,1,0,1,0.8888888888888888,0.0,186.22222222222223,0.0
CL01278,1,1,1,0,0,0,0,0,0,1.0,0.0,96.0,0.0
CL01279,10,150,2,2,1,0,4,0,0,0.7,0.3,76.0,0.5
CL01280,9,278,1,0,2,1,3,0,2,0.5555555555555556,0.1111111111111111,128.11111111111111,0.0
CL01281,3,281,0,0,1,0,1,0,1,0.6666666666666666,0.0,68.33333333333333,0.0
CL01282,8,704,2,1,0,0,2,1,0,0.75,0.25,143.5,0.0
CL01283,19,143,6,2,2,1,4,1,2,0.7368421052631579,0.10526315789473684,177.78947368421052,1.0
CL01284,17,906,4,1,2,0,5,0,4,0.47058823529411764,0.29411764705882354,143.11764705882354,2.0
CL01285,14,335,3,1,3,1,4,1,1,0.7142857142857143,0.14285714285714285,160.5,3.0
CL01286,10,227,3,4,0,1,2,0,0,0.8,0.1,158.2,0.0
CL01287,5,724,2,0,2,0,0,0,1,0.4,0.4,292.4,0.0
CL01288,20,260,7,2,2,1,4,1,3,0.7,0.1,172.5,1.0
CL01289,9,290,5,0,2,0,0,0,2,0.7777777777777778,0.0,206.11111111111111,0.0
CL01290,15,826,4,6,1,0,0,2,2,0.6666666666666666,0.2,185.73333333333332,0.16666666666666666
CL01291,11,326,4,3,2,1,0,0,1,0.8181818181818182,0.0,204.45454545454547,0.6666666666666666
CL01292,2,157,0,0,0,0,1,0,1,0.5,0.0,64.5,0.0
CL01294,17,223,6,2,1,0,6,0,2,0.7058823529411765,0.17647058823529413,144.8235294117647,0.5
CL01295,8,927,0,2,0,0,2,0,2,0.75,0.0,171.125,0.0
CL01296,8,486,1,2,1,0,1,2,1,0.75,0.125,120.125,0.5
CL01297,9,415,3,1,1,1,1,0,0,0.8888888888888888,0.0,177.88888888888889,1.0
CL01298,4,104,0,1,0,0,1,0,1,0.75,0.0,92.0,0.0
CL01299,3,313,0,0,0,1,1,0,0,0.3333333333333333,0.3333333333333333,128.0,0.0
CL01300,15,323,5,0,3,0,4,0,2,0.6,0.26666666666666666,171.86666666666667,0.0
CL01301,1,1,0,0,0,0,0,0,1,0.0,0.0,168.0,0.0
CL01302,6,530,2,0,1,0,2,0,1,0.8333333333333334,0.0,106.33333333333333,0.0
CL01303,20,926,7,4,1,0,5,2,1,0.9,0.05,135.65,0.25
CL01304,11,679,1,4,1,2,2,0,0,0.6363636363636364,0.18181818181818182,145.9090909090909,0.25
CL01305,1,1,0,0,0,0,0,0,1,0.0,0.0,116.0,0.0
CL01306,17,197,5,0,3,0,5,1,1,0.8235294117647058,0.11764705882352941,212.64705882352942,0.0
CL01307,6,830,2,2,0,0,2,0,0,1.0,0.0,164.16666666666666,0.0
CL01308,14,843,5,3,1,0,3,2,0,0.8571428571428571,0.14285714285714285,156.5,0.3333333333333333
CL01309,11,385,3,0,1,2,3,0,1,0.6363636363636364,0.09090909090909091,159.72727272727272,0.0
CL01310,4,170,2,1,0,0,1,0,0,0.75,0.25,87.25,0.0
CL01311,8,131,4,1,1,1,1,0,0,0.75,0.125,161.125,1.0
CL01312,19,513,3,3,3,3,4,2,0,0.8421052631578947,0.0,212.57894736842104,1.0
CL01313,20,968,7,3,2,0,3,2,2,0.7,0.2,133.15,0.6666666666666666
CL01314,10,853,2,2,2,0,2,0,2,0.7,0.1,116.1,1.0
CL01315,7,499,3,1,0,0,0,1,2,0.7142857142857143,0.0,125.14285714285714,0.0
CL01316,12,876,3,1,3,0,1,1,3,0.6666666666666666,0.08333333333333333,142.58333333333334,3.0
CL01317,6,577,1,1,0,0,2,0,0,0.8333333333333334,0.16666666666666666,149.5,0.0
CL01318,24,604,8,5,1,3,4,1,1,0.625,0.20833333333333334,164.5,0.2
CL01319,13,305,2,2,3,0,1,1,1,0.7692307692307693,0.15384615384615385,196.30769230769232,1.5
CL01320,25,918,13,6,1,0,2,0,2,0.84,0.08,165.68,0.16666666666666666
CL01321,8,678,0,1,1,0,4,0,2,0.75,0.0,124.375,1.0
CL01322,7,333,2,0,0,0,2,2,0,0.8571428571428571,0.14285714285714285,161.42857142857142,0.0
CL01323,7,293,0,2,0,0,3,0,1,0.7142857142857143,0.14285714285714285,283.14285714285717,0.0
CL01324,9,985,2,2,0,0,3,1,1,0.7777777777777778,0.1111111111111111,154.33333333333334,0.0
CL01325,8,476,4,1,1,0,1,0,0,0.375,0.625,171.375,1.0
CL01326,11,614,2,3,0,1,3,0,1,0.7272727272727273,0.09090909090909091,134.1818181818182,0.0
CL01327,22,479,9,2,1,0,7,0,2,0.7727272727272727,0.13636363636363635,121.86363636363636,0.5
CL01328,13,491,1,3,2,3,2,0,2,0.46153846153846156,0.15384615384615385,141.76923076923077,0.6666666666666666
CL01329,17,328,3,3,4,1,3,1,1,0.8235294117647058,0.058823529411764705,133.1764705882353,1.3333333333333333
CL01330,9,1045,3,0,1,0,1,3,0,1.0,0.0,127.44444444444444,0.0
CL01331,7,1035,3,0,2,1,1,0,0,0.5714285714285714,0.2857142857142857,277.57142857142856,0.0
CL01332,13,587,5,2,0,1,2,0,2,0.7692307692307693,0.0,234.30769230769232,0.0
CL01333,12,231,1,2,0,1,6,2,0,0.75,0.16666666666666666,100.0,0.0
CL01334,8,302,1,1,0,0,5,0,1,0.625,0.25,190.0,0.0
CL01335,10,555,3,0,1,0,4,1,1,0.8,0.1,168.6,0.0
CL01336,12,939,6,2,1,0,2,0,0,0.9166666666666666,0.08333333333333333,174.08333333333334,0.5
CL01337,5,551,1,1,1,1,1,0,0,0.6,0.2,107.8,1.0
CL01338,7,863,0,3,0,0,4,0,0,0.8571428571428571,0.14285714285714285,101.28571428571429,0.0
CL01339,14,1024,7,1,1,0,4,1,0,0.9285714285714286,0.07142857142857142,171.07142857142858,1.0
CL01340,13,569,3,2,0,0,3,2,1,0.8461538461538461,0.07692307692307693,148.07692307692307,0.0
CL01341,7,392,4,1,0,0,0,1,1,0.8571428571428571,0.0,132.0,0.0
CL01342,16,589,2,4,0,0,6,2,1,0.75,0.1875,125.5,0.0
CL01343,13,178,5,2,0,1,3,1,1,0.6153846153846154,0.23076923076923078,153.15384615384616,0.0
CL01344,12,850,3,1,3,0,2,1,1,0.9166666666666666,0.0,98.5,3.0
CL01345,2,251,0,2,0,0,0,0,0,0.5,0.5,155.0,0.0
CL01346,9,617,2,2,2,0,2,0,0,1.0,0.0,185.22222222222223,1.0
CL01347,13,219,2,2,2,1,3,1,2,0.7692307692307693,0.0,223.3846153846154,1.0
CL01348,4,356,0,0,2,0,0,2,0,1.0,0.0,135.5,0.0
CL01349,7,326,1,0,0,1,2,0,2,0.42857142857142855,0.14285714285714285,203.28571428571428,0.0
CL01350,8,236,3,3,1,0,0,0,1,0.875,0.0,200.875,0.3333333333333333
CL01351,14,339,5,2,1,1,2,1,1,0.7142857142857143,0.14285714285714285,195.5,0.5
CL01352,9,700,4,2,1,0,2,0,0,0.7777777777777778,0.2222222222222222,182.0,0.5
CL01353,11,408,1,3,1,0,4,2,0,0.8181818181818182,0.18181818181818182,189.45454545454547,0.3333333333333333
CL01354,7,418,3,1,0,0,2,0,1,0.7142857142857143,0.14285714285714285,196.28571428571428,0.0
CL01355,3,12,0,0,0,0,2,0,1,0.6666666666666666,0.0,167.33333333333334,0.0
CL01356,14,267,4,1,4,1,3,0,0,0.7857142857142857,0.14285714285714285,135.64285714285714,4.0
CL01357,12,745,4,0,4,2,2,0,0,0.75,0.08333333333333333,143.41666666666666,0.0
CL01358,3,498,1,1,0,0,0,0,1,0.6666666666666666,0.0,219.0,0.0
CL01359,15,603,5,3,3,1,3,0,0,0.7333333333333333,0.2,152.46666666666667,1.0
CL01360,18,639,2,3,2,1,10,0,0,0.7777777777777778,0.16666666666666666,194.0,0.6666666666666666
CL01361,6,136,2,2,0,0,2,0,0,0.8333333333333334,0.16666666666666666,142.83333333333334,0.0
CL01362,16,108,4,6,4,0,1,1,0,1.0,0.0,161.625,0.6666666666666666
CL01363,8,407,1,1,3,2,1,0,0,0.5,0.25,224.875,3.0
CL01364,7,315,2,0,2,0,0,0,2,0.7142857142857143,0.0,171.28571428571428,0.0
CL01365,5,364,2,0,1,0,0,1,0,0.8,0.2,102.8,0.0
CL01366,6,241,3,0,2,0,0,0,1,0.5,0.3333333333333333,111.66666666666667,0.0
CL01367,11,107,1,0,2,1,1,2,3,0.5454545454545454,0.09090909090909091,166.27272727272728,0.0
CL01368,14,663,4,1,7,1,0,1,0,0.9285714285714286,0.0,106.71428571428571,7.0
CL01369,13,645,5,1,1,0,5,0,0,0.9230769230769231,0.07692307692307693,192.76923076923077,1.0
CL01370,3,152,0,0,1,0,1,0,0,0.6666666666666666,0.3333333333333333,259.6666666666667,0.0
CL01371,14,1047,5,2,1,0,3,0,1,0.7857142857142857,0.14285714285714285,156.85714285714286,0.5
CL01372,11,159,4,1,3,1,1,0,1,0.8181818181818182,0.0,122.0909090909091,3.0
CL01373,11,400,6,1,1,0,1,0,2,0.8181818181818182,0.0,109.0909090909091,1.0
CL01374,7,191,1,2,1,0,2,1,0,0.8571428571428571,0.14285714285714285,84.0,0.5
CL01375,10,902,1,0,0,1,3,1,2,0.6,0.1,137.7,0.0
CL01376,6,98,2,1,1,1,1,0,0,0.8333333333333334,0.0,155.0,1.0
CL01377,8,184,2,1,2,0,2,0,1,0.875,0.0,142.75,2.0
CL01378,5,385,2,0,0,1,2,0,0,0.6,0.2,139.2,0.0
CL01379,11,127,2,2,1,3,1,2,0,0.7272727272727273,0.0,142.54545454545453,0.5
CL01380,4,455,1,0,0,0,2,1,0,1.0,0.0,157.75,0.0
CL01381,6,752,1,1,0,0,2,0,1,0.8333333333333334,0.0,177.83333333333334,0.0
CL01382,10,1021,5,2,1,0,2,0,0,0.8,0.2,129.5,0.5
CL01383,16,393,6,3,2,0,3,0,0,1.0,0.0,168.6875,0.6666666666666666
CL01384,4,305,0,1,1,0,1,0,1,0.75,0.0,170.5,1.0
CL01385,2,136,1,1,0,0,0,0,0,1.0,0.0,33.5,0.0
CL01386,25,388,8,2,2,1,7,2,2,0.76,0.12,153.64,1.0
CL01387,5,315,2,1,0,0,2,0,0,1.0,0.0,104.6,0.0
CL01388,5,481,1,0,0,0,3,1,0,0.8,0.2,143.8,0.0
CL01389,14,239,4,2,1,1,2,1,1,0.7857142857142857,0.07142857142857142,150.57142857142858,0.5
CL01390,14,951,7,2,2,0,0,2,1,0.8571428571428571,0.07142857142857142,197.78571428571428,1.0
CL01391,13,403,5,5,1,0,1,1,0,0.9230769230769231,0.07692307692307693,143.15384615384616,0.2
CL01392,5,126,2,1,0,0,0,0,2,0.6,0.0,134.4,0.0
CL01393,9,501,4,1,1,0,2,1,0,0.8888888888888888,0.1111111111111111,128.55555555555554,1.0
CL01394,14,645,4,2,1,1,2,1,2,0.6428571428571429,0.14285714285714285,155.28571428571428,0.5
CL01395,5,647,1,1,1,0,1,1,0,0.6,0.4,211.8,1.0
CL01396,11,884,5,1,0,0,1,2,1,0.8181818181818182,0.09090909090909091,168.72727272727272,0.0
CL01397,2,191,0,0,0,0,1,0,1,0.0,0.5,84.0,0.0
CL01398,4,815,0,1,1,0,1,0,1,0.75,0.0,139.75,1.0
CL01399,5,366,2,1,0,0,2,0,0,1.0,0.0,125.6,0.0
CL01400,5,683,1,0,1,0,1,0,2,0.4,0.2,128.4,0.0
