credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,tasa_outlier,mora_30,max_dias_mora_6m,pct_pagadas_tiempo,n_cuotas_con_mora,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,score_externo,canal_adquisicion,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,score_externo_nulo,edad_sospechosa,total_eventos,dias_activo,logins,pagos_iniciados,pagos_exitosos,pagos_fallidos,consultas_saldo,simulaciones_credito,solicitudes_soporte,pct_exitosos,pct_abandonados,sesion_promedio_seg,tasa_conversion_pago
CR000087,CL00083,2025-12-01,Crédito libre inversión,2350000,6,0.0254,427000,Aliado,759,0.1787,Automática,Activo,0,0,1,0.6,1,51,M,4,Bachiller,Empleado,2390000.0,522.0,Call center,True,0,iOS,0,0,9,229,4,2,2,0,1,0,0,0.8888888888888888,0.1111111111111111,135.44444444444446,1.0
CR000088,CL00086,2025-06-13,Crédito libre inversión,4050000,3,0.0306,1433000,Call center,675,0.549,Manual,Finalizado,0,0,14,0.6666666666666666,1,31,M,2,Bachiller,Empleado,2610000.0,425.0,Campaña digital,False,2,iOS,0,0,15,114,7,2,1,0,4,0,1,0.8,0.13333333333333333,139.86666666666667,0.5
CR000089,CL00088,2025-07-04,Crédito consumo digital,1100000,6,0.0284,202000,App,863,0.1074,Automática,Finalizado,0,0,15,0.5,3,39,F,1,Universitario,Independiente,1880000.0,507.0,App orgánico,False,0,Android,0,0,14,495,4,3,1,0,3,0,2,0.6428571428571429,0.21428571428571427,102.78571428571429,0.3333333333333333
CR000090,CL00089,2025-12-13,Crédito consumo digital,1600000,3,0.0282,564000,App,617,0.5127,Manual,Finalizado,0,0,28,0.3333333333333333,2,31,M,3,Técnico/Tecnólogo,Desempleado,1100000.0,440.0,Campaña digital,True,1,iOS,0,0,13,132,4,1,2,1,2,1,2,0.38461538461538464,0.38461538461538464,203.92307692307693,2.0
CR000092,CL00091,2026-02-07,Crédito consumo digital,1000000,3,0.0202,347000,Aliado,864,0.1896,Automática,Activo,0,0,10,0.3333333333333333,1,37,M,3,Bachiller,Conductor/Repartidor,1830000.0,497.0,App orgánico,True,1,Android,0,0,12,257,7,2,0,1,0,1,1,0.75,0.08333333333333333,167.25,0.0
CR000093,CL00092,2024-08-16,Crédito consumo digital,6950000,6,0.0213,1246000,Aliado,900,0.2351,Automática,Finalizado,0,0,0,1.0,0,46,M,3,Técnico/Tecnólogo,Microempresario,5300000.0,676.0,Referido,True,0,Android,0,0,8,913,3,1,0,1,1,0,0,0.75,0.125,163.75,0.0
CR000094,CL00093,2023-10-03,Crédito libre inversión,5400000,9,0.0225,669000,App,900,0.1436,Automática,Finalizado,0,0,22,0.8333333333333334,1,29,M,4,Técnico/Tecnólogo,Comerciante,4660000.0,693.0,App orgánico,True,4,Android,0,0,21,918,5,3,3,0,4,2,4,0.7142857142857143,0.09523809523809523,178.04761904761904,1.0
CR000095,CL00093,2024-08-04,Microcrédito,4150000,12,0.0325,423000,App,900,0.0908,Automática,Finalizado,0,0,0,1.0,0,29,M,4,Técnico/Tecnólogo,Comerciante,4660000.0,693.0,App orgánico,True,4,Android,0,0,21,918,5,3,3,0,4,2,4,0.7142857142857143,0.09523809523809523,178.04761904761904,1.0
CR000096,CL00093,2025-12-15,Crédito consumo digital,2450000,12,0.023,236000,Aliado,900,0.0506,Automática,Activo,0,0,0,0.8,0,29,M,4,Técnico/Tecnólogo,Comerciante,4660000.0,693.0,App orgánico,True,4,Android,0,0,21,918,5,3,3,0,4,2,4,0.7142857142857143,0.09523809523809523,178.04761904761904,1.0
CR000097,CL00094,2025-07-21,Crédito consumo digital,450000,3,0.0247,157000,Aliado,760,0.1256,Automática,Finalizado,0,0,6,0.6666666666666666,1,33,M,5,Universitario,Desempleado,1250000.0,602.0,Call center,False,1,Android,0,0,10,489,6,1,0,0,0,1,2,0.7,0.1,161.7,0.0
CR000098,CL00095,2025-10-31,Crédito libre inversión,3300000,24,0.0327,200000,App,877,0.0778,Automática,Mora moderada,0,1,54,0.8333333333333334,1,32,F,4,Universitario,Comerciante,2640000.0,697.0,Campaña digital,True,1,Android,0,0,22,736,8,1,3,0,7,1,2,0.6818181818181818,0.22727272727272727,134.54545454545453,3.0
CR000099,CL00095,2023-09-10,Crédito libre inversión,2950000,18,0.0181,194000,App,859,0.0755,Automática,Finalizado,0,0,17,0.8333333333333334,1,32,F,4,Universitario,Comerciante,2640000.0,697.0,Campaña digital,True,1,Android,0,0,22,736,8,1,3,0,7,1,2,0.6818181818181818,0.22727272727272727,134.54545454545453,3.0
CR000100,CL00096,2026-01-27,Crédito consumo digital,2950000,3,0.0289,1041000,Web,891,0.2361,Automática,Finalizado,0,0,18,0.6666666666666666,1,21,F,4,Sin información,Empleado,4410000.0,630.0,Campaña digital,False,0,Android,0,0,16,594,1,2,2,4,5,0,2,0.625,0.0,191.8125,1.0
CR000101,CL00096,2024-12-09,Crédito libre inversión,4850000,6,0.0235,876000,Aliado,900,0.1986,Automática,Finalizado,0,0,23,0.6666666666666666,2,21,F,4,Sin información,Empleado,4410000.0,630.0,Campaña digital,False,0,Android,0,0,16,594,1,2,2,4,5,0,2,0.625,0.0,191.8125,1.0
CR000102,CL00097,2024-10-01,Microcrédito,3350000,9,0.0413,453000,Call center,724,0.2157,Automática,Mora severa,0,1,109,0.3333333333333333,4,39,M,1,Universitario,Conductor/Repartidor,2100000.0,505.0,App orgánico,False,0,Android,0,0,5,727,0,2,0,0,1,1,1,0.8,0.0,277.6,0.0
CR000103,CL00099,2026-01-16,Avance de nómina,1000000,9,0.0211,123000,App,886,0.0355,Automática,Activo,0,0,0,1.0,0,36,M,3,Técnico/Tecnólogo,Conductor/Repartidor,3460000.0,612.0,Campaña digital,False,0,Android,0,0,11,561,3,1,0,2,5,0,0,0.6363636363636364,0.18181818181818182,116.72727272727273,0.0
CR000104,CL00100,2024-03-01,Avance de nómina,1000000,9,0.0219,124000,App,900,0.0286,Automática,Mora severa,0,1,112,0.8333333333333334,1,34,M,4,Universitario,Microempresario,4340000.0,665.0,Aliado comercial,False,2,Android,0,0,14,1008,3,3,2,1,4,0,1,0.8571428571428571,0.0,131.07142857142858,0.6666666666666666
CR000105,CL00101,2025-09-03,Avance de nómina,1950000,9,0.0267,247000,Web,858,0.0911,Automática,Activo,0,0,0,1.0,0,22,M,4,Sin información,Empleado,2710000.0,576.0,Aliado comercial,True,0,iOS,0,0,14,598,3,2,1,1,4,1,2,0.7142857142857143,0.07142857142857142,169.21428571428572,0.5
CR000106,CL00102,2025-07-27,Avance de nómina,550000,12,0.0262,54000,App,707,0.0482,Automática,Activo,0,0,25,0.5,3,32,F,3,Bachiller,Estudiante,1120000.0,451.0,Aliado comercial,True,0,Android,0,0,7,582,2,1,2,0,1,0,0,1.0,0.0,135.14285714285714,2.0
CR000107,CL00103,2025-04-11,Microcrédito,1850000,12,0.0273,183000,Aliado,853,0.0614,Automática,Mora moderada,0,1,46,0.6666666666666666,2,33,M,4,Técnico/Tecnólogo,Independiente,2980000.0,646.0,Campaña digital,False,0,Android,0,0,7,423,2,0,3,0,0,0,0,1.0,0.0,116.71428571428571,0.0
CR000108,CL00104,2025-10-12,Crédito consumo digital,1000000,3,0.0254,350000,Aliado,852,0.1311,Automática,Finalizado,0,0,0,1.0,0,28,M,2,Sin información,Empleado,2670000.0,585.0,Campaña digital,False,0,Android,0,0,17,125,5,0,2,0,9,1,0,0.6470588235294118,0.35294117647058826,162.7058823529412,0.0
CR000110,CL00105,2025-08-24,Microcrédito,4750000,24,0.0391,309000,App,883,0.1202,Automática,Activo,0,0,10,0.8333333333333334,1,34,F,3,Técnico/Tecnólogo,Microempresario,2570000.0,674.0,Campaña digital,False,2,iOS,0,0,4,217,3,1,0,0,0,0,0,1.0,0.0,222.5,0.0
CR000111,CL00106,2025-09-25,Microcrédito,3150000,12,0.0385,333000,Web,900,0.0626,Automática,Activo,0,0,0,1.0,0,40,M,4,Universitario,Empleado,5320000.0,756.0,App orgánico,True,1,Android,0,0,8,106,3,2,0,0,3,0,0,0.875,0.125,154.375,0.0
CR000112,CL00107,2025-09-10,Microcrédito,1800000,12,0.0272,178000,App,885,0.0693,Automática,Activo,0,0,0,1.0,0,55,F,3,Universitario,Comerciante,2640000.0,592.0,Aliado comercial,True,1,Android,0,0,5,331,3,0,0,0,2,0,0,0.8,0.2,132.6,0.0
CR000113,CL00108,2026-01-06,Crédito libre inversión,2400000,24,0.0217,129000,Web,831,0.0502,Automática,Activo,0,0,0,0.75,0,38,M,2,Técnico/Tecnólogo,Comerciante,2640000.0,596.0,Campaña digital,False,0,iOS,0,0,11,119,5,3,0,1,1,0,1,0.8181818181818182,0.0,124.18181818181819,0.0
CR000114,CL00108,2026-02-08,Crédito consumo digital,900000,12,0.035,93000,Web,876,0.0362,Automática,Activo,0,0,0,0.6666666666666666,0,38,M,2,Técnico/Tecnólogo,Comerciante,2640000.0,596.0,Campaña digital,False,0,iOS,0,0,11,119,5,3,0,1,1,0,1,0.8181818181818182,0.0,124.18181818181819,0.0
CR000115,CL00108,2025-07-13,Microcrédito,3500000,12,0.0371,367000,App,853,0.1428,Automática,Activo,0,0,3,0.8333333333333334,1,38,M,2,Técnico/Tecnólogo,Comerciante,2640000.0,596.0,Campaña digital,False,0,iOS,0,0,11,119,5,3,0,1,1,0,1,0.8181818181818182,0.0,124.18181818181819,0.0
CR000116,CL00109,2025-01-07,Crédito consumo digital,750000,9,0.0343,98000,App,838,0.0402,Automática,Finalizado,0,0,0,1.0,0,39,M,3,Técnico/Tecnólogo,Pensionado,2440000.0,600.0,Call center,False,3,Android,0,0,8,653,3,0,3,0,2,0,0,0.875,0.125,202.0,0.0
CR000117,CL00109,2025-05-15,Crédito consumo digital,750000,6,0.0247,136000,Aliado,895,0.0557,Automática,Mora severa,0,1,72,0.8333333333333334,1,39,M,3,Técnico/Tecnólogo,Pensionado,2440000.0,600.0,Call center,False,3,Android,0,0,8,653,3,0,3,0,2,0,0,0.875,0.125,202.0,0.0
CR000118,CL00110,2025-11-12,Crédito libre inversión,1400000,9,0.0195,171000,App,746,0.0847,Automática,Activo,0,0,20,0.6666666666666666,1,35,F,2,Universitario,Pensionado,2020000.0,497.0,Referido,True,0,Android,0,0,8,416,2,2,2,0,0,0,1,0.875,0.0,116.5,1.0
CR000119,CL00111,2024-05-11,Crédito consumo digital,900000,9,0.0356,119000,Web,742,0.0753,Automática,Mora moderada,0,0,27,0.8333333333333334,1,19,F,2,Universitario,Independiente,1580000.0,495.0,Campaña digital,False,1,Android,0,0,9,971,2,0,2,0,3,1,1,0.6666666666666666,0.2222222222222222,92.88888888888889,0.0
CR000120,CL00113,2025-08-04,Microcrédito,2050000,3,0.0379,736000,Call center,850,0.1524,Automática,Finalizado,0,0,0,1.0,0,37,F,1,Bachiller,Empleado,4830000.0,706.0,App orgánico,True,1,Android,0,0,8,360,2,2,1,1,1,0,1,0.625,0.125,166.0,0.5
CR000121,CL00114,2023-07-09,Crédito libre inversión,7800000,9,0.0181,947000,Aliado,900,0.1821,Automática,Finalizado,0,0,0,1.0,0,61,M,4,Bachiller,Empleado,5200000.0,759.0,Call center,False,1,iOS,0,0,9,570,4,0,3,0,1,0,0,0.7777777777777778,0.2222222222222222,188.33333333333334,0.0
CR000122,CL00115,2025-06-25,Microcrédito,7950000,12,0.0319,808000,Aliado,715,0.2825,Automática,Mora moderada,0,1,37,0.5,3,34,M,5,Bachiller,Microempresario,2860000.0,586.0,Aliado comercial,False,0,iOS,0,0,6,196,2,0,0,1,2,1,0,0.6666666666666666,0.16666666666666666,156.0,0.0
CR000123,CL00116,2024-11-29,Crédito libre inversión,1450000,3,0.0243,507000,Aliado,609,0.1928,Manual,Finalizado,0,0,7,0.6666666666666666,1,39,M,2,Bachiller,Independiente,2630000.0,588.0,App orgánico,False,1,Android,1,0,7,675,0,2,1,0,3,1,0,0.7142857142857143,0.2857142857142857,146.0,0.5
CR000124,CL00117,2025-06-26,Crédito libre inversión,2150000,12,0.0276,213000,App,853,0.0734,Automática,Activo,0,0,0,1.0,0,36,F,3,Universitario,Empleado,2900000.0,655.0,Aliado comercial,False,1,iOS,0,0,10,375,4,2,1,1,2,0,0,0.9,0.0,117.2,0.5
CR000125,CL00119,2025-06-12,Crédito libre inversión,2700000,18,0.0267,191000,Call center,889,0.099,Automática,Mora moderada,0,0,0,1.0,0,47,F,4,Técnico/Tecnólogo,Comerciante,1930000.0,613.0,App orgánico,True,0,Android,0,0,10,903,1,2,1,2,2,2,0,0.6,0.2,143.8,0.5
CR000127,CL00121,2025-09-03,Microcrédito,1250000,6,0.0399,238000,App,657,0.2674,Automática,Mora moderada,0,1,45,0.8333333333333334,1,44,M,1,Posgrado,Empleado,890000.0,596.0,App orgánico,True,0,Android,0,0,8,327,1,0,3,1,1,0,2,0.375,0.25,149.0,0.0
CR000128,CL00123,2025-08-14,Microcrédito,6400000,12,0.0312,648000,Aliado,900,0.1403,Automática,Activo,0,0,0,1.0,0,50,M,2,Bachiller,Empleado,4620000.0,711.0,App orgánico,False,0,Android,0,0,13,616,5,4,0,0,1,1,1,0.9230769230769231,0.0,199.15384615384616,0.0
CR000129,CL00123,2024-09-27,Crédito consumo digital,1950000,12,0.0255,191000,Aliado,900,0.0413,Automática,Finalizado,0,0,5,0.8333333333333334,1,50,M,2,Bachiller,Empleado,4620000.0,711.0,App orgánico,False,0,Android,0,0,13,616,5,4,0,0,1,1,1,0.9230769230769231,0.0,199.15384615384616,0.0
CR000130,CL00125,2025-07-17,Crédito consumo digital,2250000,9,0.0252,283000,App,865,0.0515,Automática,Finalizado,0,0,0,1.0,0,42,F,4,Técnico/Tecnólogo,Empleado,5500000.0,678.0,App orgánico,True,4,iOS,0,0,7,756,3,1,1,0,0,1,0,0.8571428571428571,0.14285714285714285,210.42857142857142,1.0
CR000131,CL00126,2025-08-03,Crédito consumo digital,750000,9,0.0213,92000,Web,855,0.0398,Automática,Mora severa,0,1,86,0.6666666666666666,2,58,M,2,Universitario,Independiente,2310000.0,603.0,Call center,True,2,Android,0,0,10,454,4,0,1,1,3,0,1,0.7,0.1,162.6,0.0
CR000132,CL00127,2024-06-22,Crédito consumo digital,1850000,6,0.0255,336000,App,858,0.1057,Automática,Mora severa,0,1,73,0.5,3,26,M,2,Sin información,Independiente,3180000.0,523.0,Referido,True,2,Android,0,0,12,861,2,1,2,2,3,1,0,0.5,0.3333333333333333,75.75,2.0
CR000133,CL00127,2025-01-14,Crédito consumo digital,900000,3,0.0309,319000,App,803,0.1003,Automática,Finalizado,0,0,0,1.0,0,26,M,2,Sin información,Independiente,3180000.0,523.0,Referido,True,2,Android,0,0,12,861,2,1,2,2,3,1,0,0.5,0.3333333333333333,75.75,2.0
CR000134,CL00128,2024-07-03,Crédito consumo digital,1150000,6,0.0239,208000,App,804,0.0589,Automática,Finalizado,0,0,0,1.0,0,30,F,4,Universitario,Empleado,3530000.0,630.0,Referido,False,1,Android,0,0,11,1007,3,2,4,1,0,0,0,0.9090909090909091,0.0,178.63636363636363,2.0
CR000135,CL00130,2024-07-22,Crédito consumo digital,600000,3,0.0324,213000,App,822,0.1392,Automática,Finalizado,0,0,0,1.0,0,31,M,1,Bachiller,Comerciante,1530000.0,492.0,App orgánico,False,1,iOS,0,0,6,1068,2,2,1,0,1,0,0,1.0,0.0,145.5,0.5
CR000136,CL00131,2024-12-21,Crédito consumo digital,1150000,24,0.0337,71000,App,840,0.0281,Automática,Mora moderada,0,0,0,1.0,0,20,F,3,Bachiller,Microempresario,2530000.0,522.0,App orgánico,True,0,Android,0,0,8,1126,2,3,1,0,2,0,0,1.0,0.0,198.0,0.3333333333333333
CR000137,CL00133,2024-05-09,Crédito consumo digital,700000,6,0.0362,132000,App,798,0.066,Automática,Mora moderada,0,1,47,0.8333333333333334,1,25,F,2,Técnico/Tecnólogo,Empleado,2000000.0,476.0,Campaña digital,False,3,Web,0,0,10,972,4,1,0,0,2,1,1,0.6,0.3,111.7,0.0
CR000138,CL00134,2025-03-05,Crédito consumo digital,2800000,12,0.0348,289000,App,777,0.1055,Automática,Finalizado,0,0,13,0.6666666666666666,2,41,F,3,Bachiller,Empleado,2740000.0,605.0,App orgánico,False,1,Android,0,0,6,1056,2,0,2,0,2,0,0,1.0,0.0,109.33333333333333,0.0
CR000139,CL00135,2026-01-01,Crédito consumo digital,2250000,12,0.0206,214000,App,900,0.0575,Automática,Activo,0,0,0,1.0,0,27,M,3,Bachiller,Empleado,3720000.0,632.0,App orgánico,True,0,Android,0,0,9,229,3,3,1,0,2,0,0,0.7777777777777778,0.2222222222222222,137.55555555555554,0.3333333333333333
CR000140,CL00137,2026-02-04,Microcrédito,2000000,12,0.0334,205000,App,658,0.1694,Automática,Activo,0,0,0,0.6666666666666666,0,28,F,2,Universitario,Estudiante,1210000.0,491.0,Campaña digital,True,2,iOS,0,0,10,217,3,3,1,0,2,0,0,0.7,0.3,162.2,0.3333333333333333
CR000141,CL00138,2025-12-31,Crédito consumo digital,1600000,3,0.0322,568000,Web,900,0.1919,Automática,Finalizado,0,0,8,0.6666666666666666,1,33,M,2,Posgrado,Empleado,2960000.0,601.0,Aliado comercial,True,2,Web,0,0,12,154,4,3,0,0,3,1,1,0.75,0.16666666666666666,207.91666666666666,0.0
CR000142,CL00139,2023-09-06,Microcrédito,2250000,24,0.0297,132000,App,723,0.0545,Automática,Mora severa,0,1,49,0.6666666666666666,2,44,F,3,Universitario,Empleado,2420000.0,565.0,Aliado comercial,True,4,Android,0,0,14,809,6,0,2,2,2,0,0,0.7142857142857143,0.14285714285714285,152.78571428571428,0.0
CR000143,CL00140,2024-04-21,Microcrédito,3500000,9,0.0434,478000,Aliado,806,0.1382,Automática,Finalizado,0,0,0,1.0,0,24,No informa,4,Universitario,Pensionado,3460000.0,577.0,App orgánico,False,2,Android,0,0,13,943,1,1,1,0,4,2,1,0.9230769230769231,0.0,173.69230769230768,1.0
CR000144,CL00140,2024-02-27,Avance de nómina,900000,6,0.0262,164000,Web,861,0.0474,Automática,Finalizado,0,0,0,1.0,0,24,No informa,4,Universitario,Pensionado,3460000.0,577.0,App orgánico,False,2,Android,0,0,13,943,1,1,1,0,4,2,1,0.9230769230769231,0.0,173.69230769230768,1.0
CR000145,CL00141,2025-08-27,Microcrédito,2000000,6,0.0406,382000,App,705,0.1882,Automática,Mora severa,0,1,70,0.5,3,38,M,3,Universitario,Conductor/Repartidor,2030000.0,598.0,Referido,False,0,Android,0,0,5,778,2,2,0,0,0,0,1,0.8,0.0,217.4,0.0
CR000146,CL00142,2025-09-06,Microcrédito,10200000,12,0.0385,1078000,Web,900,0.1939,Automática,Activo,0,0,0,1.0,0,49,F,3,Técnico/Tecnólogo,Microempresario,5560000.0,781.0,App orgánico,False,0,Android,0,0,12,490,4,1,2,0,3,2,0,0.8333333333333334,0.16666666666666666,107.58333333333333,2.0
CR000147,CL00142,2025-10-04,Crédito consumo digital,3300000,18,0.0371,255000,Aliado,900,0.0459,Automática,Activo,0,0,0,1.0,0,49,F,3,Técnico/Tecnólogo,Microempresario,5560000.0,781.0,App orgánico,False,0,Android,0,0,12,490,4,1,2,0,3,2,0,0.8333333333333334,0.16666666666666666,107.58333333333333,2.0
CR000148,CL00144,2026-01-16,Crédito consumo digital,550000,24,0.023,30000,Call center,821,0.0101,Automática,Activo,0,0,0,1.0,0,38,F,2,Bachiller,Empleado,2980000.0,481.0,App orgánico,False,0,Android,0,0,11,578,3,2,3,0,1,0,1,0.8181818181818182,0.09090909090909091,123.54545454545455,1.5
CR000149,CL00145,2024-04-20,Crédito consumo digital,1350000,12,0.0291,135000,Web,834,0.0823,Automática,Mora severa,0,0,4,0.8333333333333334,1,39,M,3,Posgrado,Comerciante,1640000.0,465.0,Aliado comercial,False,0,Android,0,0,7,652,2,1,0,0,1,0,3,0.2857142857142857,0.2857142857142857,129.42857142857142,0.0
CR000150,CL00146,2024-07-13,Crédito consumo digital,1150000,12,0.0382,121000,App,829,0.042,Automática,Mora severa,0,1,93,0.6666666666666666,2,44,F,2,Bachiller,Independiente,2880000.0,589.0,Referido,True,0,iOS,0,0,16,792,4,2,3,1,2,1,3,0.5625,0.1875,141.0625,1.5
CR000151,CL00146,2024-02-09,Crédito consumo digital,550000,9,0.0388,74000,App,874,0.0257,Automática,Mora severa,0,1,111,0.8333333333333334,1,44,F,2,Bachiller,Independiente,2880000.0,589.0,Referido,True,0,iOS,0,0,16,792,4,2,3,1,2,1,3,0.5625,0.1875,141.0625,1.5
CR000152,CL00148,2025-04-25,Avance de nómina,1500000,12,0.0237,145000,App,776,0.0665,Automática,Mora moderada,0,1,44,0.6666666666666666,2,23,F,1,Universitario,Empleado,2180000.0,502.0,Campaña digital,False,3,iOS,0,0,9,917,5,2,0,1,1,0,0,0.5555555555555556,0.3333333333333333,111.11111111111111,0.0
CR000153,CL00149,2026-01-08,Microcrédito,1850000,3,0.031,655000,Web,831,0.1809,Automática,Finalizado,0,0,0,1.0,0,41,F,3,Técnico/Tecnólogo,Microempresario,3620000.0,660.0,Call center,False,0,iOS,0,0,10,657,1,3,0,0,2,1,1,0.9,0.0,115.1,0.0
CR000154,CL00150,2025-07-16,Microcrédito,3700000,6,0.0448,717000,App,874,0.1707,Automática,Finalizado,0,0,0,1.0,0,39,F,5,Bachiller,Empleado,4200000.0,634.0,App orgánico,False,1,Web,0,0,15,149,6,0,1,0,2,0,3,0.7333333333333333,0.06666666666666667,229.86666666666667,0.0
CR000155,CL00151,2026-01-05,Microcrédito,3250000,6,0.0273,595000,Web,678,0.3814,Manual,Activo,0,0,4,0.5,1,39,M,1,Posgrado,Empleado,1560000.0,477.0,Aliado comercial,False,0,Android,0,0,5,298,1,1,1,0,2,0,0,0.8,0.2,152.4,1.0
CR000156,CL00152,2026-01-23,Avance de nómina,400000,6,0.0206,72000,App,819,0.0266,Automática,Activo,0,0,2,0.3333333333333333,2,39,F,4,Universitario,Empleado,2710000.0,632.0,App orgánico,False,1,Android,0,0,9,145,3,0,1,1,2,1,0,0.6666666666666666,0.2222222222222222,191.44444444444446,0.0
CR000157,CL00152,2025-05-08,Crédito consumo digital,1050000,12,0.0233,101000,App,900,0.0373,Automática,Activo,0,0,21,0.8333333333333334,1,39,F,4,Universitario,Empleado,2710000.0,632.0,App orgánico,False,1,Android,0,0,9,145,3,0,1,1,2,1,0,0.6666666666666666,0.2222222222222222,191.44444444444446,0.0
CR000158,CL00153,2025-10-18,Avance de nómina,250000,9,0.021,31000,Call center,808,0.0156,Automática,Activo,0,0,1,0.8333333333333334,1,29,M,4,Universitario,Pensionado,1990000.0,526.0,Referido,False,2,Android,0,0,20,822,10,3,1,0,2,1,1,0.9,0.05,144.25,0.3333333333333333
CR000159,CL00153,2024-04-20,Crédito libre inversión,1500000,9,0.0239,187000,App,800,0.094,Automática,Mora moderada,0,0,8,0.6666666666666666,2,29,M,4,Universitario,Pensionado,1990000.0,526.0,Referido,False,2,Android,0,0,20,822,10,3,1,0,2,1,1,0.9,0.05,144.25,0.3333333333333333
CR000160,CL00154,2025-08-09,Avance de nómina,450000,6,0.0291,83000,App,828,0.0324,Automática,Finalizado,0,0,0,1.0,0,38,F,3,Universitario,Microempresario,2560000.0,626.0,App orgánico,True,4,Android,0,0,24,563,8,5,0,3,4,3,1,0.6666666666666666,0.16666666666666666,178.16666666666666,0.0
CR000161,CL00154,2024-11-02,Crédito consumo digital,2000000,9,0.0243,250000,Aliado,826,0.0977,Automática,Finalizado,0,0,0,1.0,0,38,F,3,Universitario,Microempresario,2560000.0,626.0,App orgánico,True,4,Android,0,0,24,563,8,5,0,3,4,3,1,0.6666666666666666,0.16666666666666666,178.16666666666666,0.0
CR000162,CL00155,2025-11-22,Crédito libre inversión,3700000,12,0.0329,378000,App,750,0.1919,Automática,Activo,0,0,0,1.0,0,39,M,1,Técnico/Tecnólogo,Empleado,1970000.0,484.0,Aliado comercial,False,2,Android,0,0,18,266,2,5,2,0,7,1,0,0.7777777777777778,0.2222222222222222,114.0,0.4
CR000163,CL00155,2025-12-05,Crédito consumo digital,1000000,9,0.0241,125000,App,823,0.0635,Automática,Activo,0,0,0,0.8,0,39,M,1,Técnico/Tecnólogo,Empleado,1970000.0,484.0,Aliado comercial,False,2,Android,0,0,18,266,2,5,2,0,7,1,0,0.7777777777777778,0.2222222222222222,114.0,0.4
CR000164,CL00156,2026-02-15,Crédito consumo digital,2350000,12,0.03,236000,Web,888,0.0626,Automática,Activo,0,0,15,0.3333333333333333,1,29,F,2,Técnico/Tecnólogo,Comerciante,3770000.0,625.0,Campaña digital,False,0,Android,0,0,10,618,8,0,0,0,1,0,1,0.9,0.0,84.4,0.0
CR000165,CL00158,2025-06-21,Crédito libre inversión,11500000,6,0.0297,2121000,Web,900,0.3754,Manual,Mora severa,0,1,109,0.8333333333333334,1,41,M,4,Posgrado,Empleado,5650000.0,668.0,Campaña digital,True,0,Android,0,0,8,495,1,0,1,0,2,1,3,0.5,0.125,154.375,0.0
CR000166,CL00159,2023-11-16,Avance de nómina,400000,3,0.022,139000,App,861,0.0891,Automática,Finalizado,0,0,3,0.6666666666666666,1,24,M,1,Bachiller,Empleado,1560000.0,506.0,Call center,True,2,Android,0,0,6,680,1,2,1,0,1,0,1,0.8333333333333334,0.0,178.5,0.5
CR000167,CL00161,2025-11-12,Microcrédito,1400000,3,0.0289,494000,App,828,0.3088,Automática,Finalizado,0,0,14,0.6666666666666666,1,26,M,2,Sin información,Empleado,1600000.0,531.0,Referido,False,4,Android,0,0,9,317,3,0,4,0,2,0,0,0.7777777777777778,0.2222222222222222,175.88888888888889,0.0
CR000168,CL00163,2025-11-04,Crédito libre inversión,4900000,6,0.0294,903000,Call center,834,0.2648,Automática,Finalizado,0,0,0,1.0,0,48,F,4,Universitario,Microempresario,3410000.0,660.0,Referido,False,1,Android,0,0,7,469,2,1,0,0,0,2,2,0.7142857142857143,0.0,152.28571428571428,0.0
